metric  	dataset      	model   	index	config                                                            	ms	ts	ds	mean	lb	ub	ss	rank
lracc   	elsio1-lr-11 	Ridge   	 3413	(3, 8, 'measures', 's-invariant', 'cover', 'lstsquni', 'multiple')	   66.0	 1331.0	 1265.0	0.259000	0.250000	0.269000	 50	7.0
lracc   	elsio1-lr-22 	Ridge   	 2173	(2, 8, 'averages', 's-invariant', 'miss', 'lstsquni', 'multiple') 	  132.0	 1782.0	 1650.0	0.005000	0.003000	0.006000	 50	8.0
lracc   	whoqol-lr-11 	MLP     	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	 1056.1	 1057.0	    0.9	0.497000	0.463000	0.531000	 50	5.0
lracc   	whoqol-lr-22 	MLP     	 2757	(3, 4, 'averages', 'r-invariant', 'cover', 'lstsquni', 'multiple')	 1055.6	 1078.0	   22.4	0.015000	0.008000	0.021000	 50	4.0
lracc   	ampiab-lr-11 	MLP     	 3345	(3, 8, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	 1320.0	 1331.0	   11.0	0.848000	0.836000	0.861000	 50	4.0
lracc   	ampiab-lr-22 	MLP     	 2873	(3, 4, 'measures', 'tree', 'miss', 'lstsq', 'multiple')           	 1320.1	 1342.0	   21.9	0.174000	0.164000	0.184000	 50	2.0
lracc   	elsio1-lr-11 	MLP     	 3413	(3, 8, 'measures', 's-invariant', 'cover', 'lstsquni', 'multiple')	 1320.0	 1331.0	   11.0	0.840000	0.831000	0.849000	 50	2.0
lracc   	elsio1-lr-22 	MLP     	 2173	(2, 8, 'averages', 's-invariant', 'miss', 'lstsquni', 'multiple') 	 1760.2	 1782.0	   21.8	0.132000	0.125000	0.139000	 50	2.0
lracc   	whoqol-lr-11 	DT      	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	   94.4	 1057.0	  962.6	0.635000	0.609000	0.661000	 50	2.0
lracc   	whoqol-lr-22 	DT      	 2757	(3, 4, 'averages', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  234.3	 1078.0	  843.7	0.201000	0.190000	0.212000	 50	1.0
lracc   	ampiab-lr-11 	DT      	 3345	(3, 8, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	  188.7	 1331.0	 1142.3	0.920000	0.913000	0.926000	 50	1.0
lracc   	ampiab-lr-22 	DT      	 2873	(3, 4, 'measures', 'tree', 'miss', 'lstsq', 'multiple')           	  697.4	 1342.0	  644.6	0.605000	0.596000	0.614000	 50	1.0
lracc   	elsio1-lr-11 	DT      	 3413	(3, 8, 'measures', 's-invariant', 'cover', 'lstsquni', 'multiple')	  346.2	 1331.0	  984.8	0.850000	0.842000	0.857000	 50	1.0
lracc   	elsio1-lr-22 	DT      	 2173	(2, 8, 'averages', 's-invariant', 'miss', 'lstsquni', 'multiple') 	 1204.7	 1782.0	  577.3	0.452000	0.444000	0.461000	 50	1.0
lracc   	whoqol-lr-11 	RF      	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	  714.2	 1057.0	  342.8	0.603000	0.577000	0.630000	 50	3.0
lracc   	whoqol-lr-22 	RF      	 2757	(3, 4, 'averages', 'r-invariant', 'cover', 'lstsquni', 'multiple')	 1063.9	 1078.0	   14.1	0.014000	0.007000	0.021000	 50	5.0
lracc   	ampiab-lr-11 	RF      	 3345	(3, 8, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	 1321.9	 1331.0	    9.1	0.853000	0.842000	0.863000	 50	3.0
lracc   	ampiab-lr-22 	RF      	 2873	(3, 4, 'measures', 'tree', 'miss', 'lstsq', 'multiple')           	 1329.8	 1342.0	   12.2	0.070000	0.061000	0.079000	 50	5.0
lracc   	elsio1-lr-11 	RF      	 3413	(3, 8, 'measures', 's-invariant', 'cover', 'lstsquni', 'multiple')	 1323.9	 1331.0	    7.1	0.685000	0.635000	0.744000	 50	5.0
lracc   	elsio1-lr-22 	RF      	 2173	(2, 8, 'averages', 's-invariant', 'miss', 'lstsquni', 'multiple') 	 1765.8	 1782.0	   16.2	0.050000	0.044000	0.057000	 50	5.0
lracc   	whoqol-lr-11 	BRDT    	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	  238.3	 1057.0	  818.7	0.519000	0.495000	0.544000	 50	4.0
lracc   	whoqol-lr-22 	BRDT    	 2757	(3, 4, 'averages', 'r-invariant', 'cover', 'lstsquni', 'multiple')	 1059.0	 1078.0	   19.0	0.097000	0.078000	0.116000	 50	2.0
lracc   	ampiab-lr-11 	BRDT    	 3345	(3, 8, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	  442.4	 1331.0	  888.6	0.903000	0.896000	0.909000	 50	2.0
lracc   	ampiab-lr-22 	BRDT    	 2873	(3, 4, 'measures', 'tree', 'miss', 'lstsq', 'multiple')           	 1323.0	 1342.0	   19.0	0.128000	0.102000	0.152000	 50	3.0
lracc   	elsio1-lr-11 	BRDT    	 3413	(3, 8, 'measures', 's-invariant', 'cover', 'lstsquni', 'multiple')	  787.5	 1331.0	  543.5	0.831000	0.822000	0.840000	 50	3.0
lracc   	elsio1-lr-22 	BRDT    	 2173	(2, 8, 'averages', 's-invariant', 'miss', 'lstsquni', 'multiple') 	 1768.9	 1782.0	   13.1	0.108000	0.089000	0.125000	 50	3.0
lracc   	whoqol-lr-11 	BRRF    	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	 1052.7	 1057.0	    4.3	0.407000	0.373000	0.441000	 50	6.0
lracc   	whoqol-lr-22 	BRRF    	 2757	(3, 4, 'averages', 'r-invariant', 'cover', 'lstsquni', 'multiple')	 1053.9	 1078.0	   24.1	0.010000	0.004000	0.015000	 50	6.0
lracc   	ampiab-lr-11 	BRRF    	 3345	(3, 8, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	 1314.3	 1331.0	   16.7	0.733000	0.715000	0.752000	 50	6.0
lracc   	ampiab-lr-22 	BRRF    	 2873	(3, 4, 'measures', 'tree', 'miss', 'lstsq', 'multiple')           	 1318.5	 1342.0	   23.5	0.047000	0.039000	0.054000	 50	6.0
lracc   	elsio1-lr-11 	BRRF    	 3413	(3, 8, 'measures', 's-invariant', 'cover', 'lstsquni', 'multiple')	 1346.0	 1331.0	  -15.0	0.563000	0.539000	0.587000	 50	6.0
lracc   	elsio1-lr-22 	BRRF    	 2173	(2, 8, 'averages', 's-invariant', 'miss', 'lstsquni', 'multiple') 	 1764.4	 1782.0	   17.6	0.030000	0.025000	0.035000	 50	6.0
lracc   	whoqol-lr-11 	Random  	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	    1.0	 1057.0	 1056.0	0.001000	0.000000	0.002000	 50	9.0
lracc   	whoqol-lr-22 	Random  	 2757	(3, 4, 'averages', 'r-invariant', 'cover', 'lstsquni', 'multiple')	    1.0	 1078.0	 1077.0	0.001000	0.000000	0.002000	 50	9.0
lracc   	ampiab-lr-11 	Random  	 3345	(3, 8, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	    1.0	 1331.0	 1330.0	0.001000	0.000000	0.002000	 50	9.0
lracc   	ampiab-lr-22 	Random  	 2873	(3, 4, 'measures', 'tree', 'miss', 'lstsq', 'multiple')           	    1.0	 1342.0	 1341.0	0.001000	0.000000	0.001000	 50	9.0
lracc   	elsio1-lr-11 	Random  	 3413	(3, 8, 'measures', 's-invariant', 'cover', 'lstsquni', 'multiple')	    1.0	 1331.0	 1330.0	0.000000	0.000000	0.001000	 50	9.0
lracc   	elsio1-lr-22 	Random  	 2173	(2, 8, 'averages', 's-invariant', 'miss', 'lstsquni', 'multiple') 	    1.0	 1782.0	 1781.0	0.000000	0.000000	0.000000	 50	9.0
lrloss  	whoqol-lr-11 	Polygrid	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	 1057.0	 1057.0	    0.0	0.037000	0.033000	0.040000	 50	1.0
lrloss  	whoqol-lr-22 	Polygrid	 3317	(3, 8, 'averages', 's-invariant', 'cover', 'lstsquni', 'multiple')	 2134.0	 2134.0	    0.0	0.189000	0.185000	0.193000	 50	3.0
lrloss  	ampiab-lr-11 	Polygrid	 3184	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'single')     	 1156.0	 1156.0	    0.0	0.030000	0.029000	0.032000	 50	5.0
lrloss  	ampiab-lr-22 	Polygrid	 2769	(3, 4, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	 1342.0	 1342.0	    0.0	0.155000	0.153000	0.158000	 50	3.0
lrloss  	elsio1-lr-11 	Polygrid	 3408	(3, 8, 'measures', 's-invariant', 'cover', 'lstsq', 'single')     	 1321.0	 1321.0	    0.0	0.036000	0.034000	0.037000	 50	4.0
lrloss  	elsio1-lr-22 	Polygrid	 2131	(2, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1562.0	 1562.0	    0.0	0.152000	0.149000	0.155000	 50	4.0
lrloss  	whoqol-lr-11 	Linear  	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	   44.0	 1057.0	 1013.0	0.133000	0.126000	0.140000	 50	8.0
lrloss  	whoqol-lr-22 	Linear  	 3317	(3, 8, 'averages', 's-invariant', 'cover', 'lstsquni', 'multiple')	   88.0	 2134.0	 2046.0	0.214000	0.209000	0.220000	 50	5.0
lrloss  	ampiab-lr-11 	Linear  	 3184	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'single')     	   55.0	 1156.0	 1101.0	0.075000	0.074000	0.077000	 50	8.0
lrloss  	ampiab-lr-22 	Linear  	 2769	(3, 4, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	  110.0	 1342.0	 1232.0	0.196000	0.193000	0.199000	 50	6.0
lrloss  	elsio1-lr-11 	Linear  	 3408	(3, 8, 'measures', 's-invariant', 'cover', 'lstsq', 'single')     	   55.0	 1321.0	 1266.0	0.132000	0.129000	0.134000	 50	8.0
lrloss  	elsio1-lr-22 	Linear  	 2131	(2, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  110.0	 1562.0	 1452.0	0.205000	0.203000	0.207000	 50	8.0
lrloss  	whoqol-lr-11 	Ridge   	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	   55.0	 1057.0	 1002.0	0.093000	0.089000	0.097000	 50	7.0
lrloss  	whoqol-lr-22 	Ridge   	 3317	(3, 8, 'averages', 's-invariant', 'cover', 'lstsquni', 'multiple')	  110.0	 2134.0	 2024.0	0.237000	0.233000	0.242000	 50	9.0
lrloss  	ampiab-lr-11 	Ridge   	 3184	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'single')     	   66.0	 1156.0	 1090.0	0.063000	0.061000	0.064000	 50	7.0
lrloss  	ampiab-lr-22 	Ridge   	 2769	(3, 4, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	  132.0	 1342.0	 1210.0	0.210000	0.207000	0.212000	 50	9.0
lrloss  	elsio1-lr-11 	Ridge   	 3408	(3, 8, 'measures', 's-invariant', 'cover', 'lstsq', 'single')     	   66.0	 1321.0	 1255.0	0.087000	0.086000	0.089000	 50	7.0
lrloss  	elsio1-lr-22 	Ridge   	 2131	(2, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  132.0	 1562.0	 1430.0	0.206000	0.204000	0.208000	 50	9.0
lrloss  	whoqol-lr-11 	MLP     	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	 1056.1	 1057.0	    0.9	0.064000	0.059000	0.069000	 50	5.0
lrloss  	whoqol-lr-22 	MLP     	 3317	(3, 8, 'averages', 's-invariant', 'cover', 'lstsquni', 'multiple')	 2111.8	 2134.0	   22.2	0.217000	0.212000	0.223000	 50	6.0
lrloss  	ampiab-lr-11 	MLP     	 3184	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'single')     	 1155.1	 1156.0	    0.9	0.017000	0.016000	0.018000	 50	3.0
lrloss  	ampiab-lr-22 	MLP     	 2769	(3, 4, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	 1320.1	 1342.0	   21.9	0.128000	0.126000	0.131000	 50	2.0
lrloss  	elsio1-lr-11 	MLP     	 3408	(3, 8, 'measures', 's-invariant', 'cover', 'lstsq', 'single')     	 1320.0	 1321.0	    1.0	0.021000	0.020000	0.022000	 50	2.5
lrloss  	elsio1-lr-22 	MLP     	 2131	(2, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1540.2	 1562.0	   21.8	0.122000	0.120000	0.124000	 50	2.0
lrloss  	whoqol-lr-11 	DT      	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	   94.4	 1057.0	  962.6	0.039000	0.037000	0.042000	 50	2.0
lrloss  	whoqol-lr-22 	DT      	 3317	(3, 8, 'averages', 's-invariant', 'cover', 'lstsquni', 'multiple')	  234.2	 2134.0	 1899.8	0.168000	0.164000	0.173000	 50	1.5
lrloss  	ampiab-lr-11 	DT      	 3184	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'single')     	  188.5	 1156.0	  967.5	0.010000	0.009000	0.011000	 50	1.0
lrloss  	ampiab-lr-22 	DT      	 2769	(3, 4, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	  697.7	 1342.0	  644.3	0.083000	0.081000	0.085000	 50	1.0
lrloss  	elsio1-lr-11 	DT      	 3408	(3, 8, 'measures', 's-invariant', 'cover', 'lstsq', 'single')     	  346.5	 1321.0	  974.5	0.016000	0.015000	0.017000	 50	1.0
lrloss  	elsio1-lr-22 	DT      	 2131	(2, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1202.4	 1562.0	  359.6	0.090000	0.088000	0.092000	 50	1.0
lrloss  	whoqol-lr-11 	RF      	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	  714.2	 1057.0	  342.8	0.043000	0.040000	0.046000	 50	3.0
lrloss  	whoqol-lr-22 	RF      	 3317	(3, 8, 'averages', 's-invariant', 'cover', 'lstsquni', 'multiple')	 2117.7	 2134.0	   16.3	0.223000	0.218000	0.228000	 50	8.0
lrloss  	ampiab-lr-11 	RF      	 3184	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'single')     	 1152.4	 1156.0	    3.6	0.019000	0.017000	0.020000	 50	4.0
lrloss  	ampiab-lr-22 	RF      	 2769	(3, 4, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	 1323.2	 1342.0	   18.8	0.162000	0.160000	0.165000	 50	5.0
lrloss  	elsio1-lr-11 	RF      	 3408	(3, 8, 'measures', 's-invariant', 'cover', 'lstsq', 'single')     	 1331.1	 1321.0	  -10.1	0.056000	0.031000	0.076000	 50	6.0
lrloss  	elsio1-lr-22 	RF      	 2131	(2, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1542.6	 1562.0	   19.4	0.160000	0.157000	0.163000	 50	5.0
lrloss  	whoqol-lr-11 	BRDT    	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	  238.3	 1057.0	  818.7	0.060000	0.055000	0.064000	 50	4.0
lrloss  	whoqol-lr-22 	BRDT    	 3317	(3, 8, 'averages', 's-invariant', 'cover', 'lstsquni', 'multiple')	 1404.5	 2134.0	  729.5	0.168000	0.163000	0.173000	 50	1.5
lrloss  	ampiab-lr-11 	BRDT    	 3184	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'single')     	  439.9	 1156.0	  716.1	0.012000	0.011000	0.013000	 50	2.0
lrloss  	ampiab-lr-22 	BRDT    	 2769	(3, 4, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	 1320.2	 1342.0	   21.8	0.160000	0.150000	0.171000	 50	4.0
lrloss  	elsio1-lr-11 	BRDT    	 3408	(3, 8, 'measures', 's-invariant', 'cover', 'lstsq', 'single')     	  787.5	 1321.0	  533.5	0.021000	0.020000	0.022000	 50	2.5
lrloss  	elsio1-lr-22 	BRDT    	 2131	(2, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1546.2	 1562.0	   15.8	0.139000	0.136000	0.142000	 50	3.0
lrloss  	whoqol-lr-11 	BRRF    	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	 1052.7	 1057.0	    4.3	0.067000	0.062000	0.072000	 50	6.0
lrloss  	whoqol-lr-22 	BRRF    	 3317	(3, 8, 'averages', 's-invariant', 'cover', 'lstsquni', 'multiple')	 2110.4	 2134.0	   23.6	0.220000	0.214000	0.226000	 50	7.0
lrloss  	ampiab-lr-11 	BRRF    	 3184	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'single')     	 1156.1	 1156.0	   -0.1	0.041000	0.038000	0.044000	 50	6.0
lrloss  	ampiab-lr-22 	BRRF    	 2769	(3, 4, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	 1318.9	 1342.0	   23.1	0.202000	0.196000	0.207000	 50	7.0
lrloss  	elsio1-lr-11 	BRRF    	 3408	(3, 8, 'measures', 's-invariant', 'cover', 'lstsq', 'single')     	 1316.5	 1321.0	    4.5	0.052000	0.049000	0.055000	 50	5.0
lrloss  	elsio1-lr-22 	BRRF    	 2131	(2, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1551.8	 1562.0	   10.2	0.201000	0.195000	0.206000	 50	6.0
lrloss  	whoqol-lr-11 	Random  	 3394	(3, 8, 'rho', 'tree', 'cover', 'lstsqsym', 'single')              	    1.0	 1057.0	 1056.0	0.790000	0.736000	0.850000	 50	9.0
lrloss  	whoqol-lr-22 	Random  	 3317	(3, 8, 'averages', 's-invariant', 'cover', 'lstsquni', 'multiple')	    1.0	 2134.0	 2133.0	0.196000	0.191000	0.202000	 50	4.0
lrloss  	ampiab-lr-11 	Random  	 3184	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'single')     	    1.0	 1156.0	 1155.0	0.888000	0.856000	0.924000	 50	9.0
lrloss  	ampiab-lr-22 	Random  	 2769	(3, 4, 'averages', 'tree', 'cover', 'lstsq', 'multiple')          	    1.0	 1342.0	 1341.0	0.203000	0.201000	0.206000	 50	8.0
lrloss  	elsio1-lr-11 	Random  	 3408	(3, 8, 'measures', 's-invariant', 'cover', 'lstsq', 'single')     	    1.0	 1321.0	 1320.0	0.931000	0.907000	0.958000	 50	9.0
lrloss  	elsio1-lr-22 	Random  	 2131	(2, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	    1.0	 1562.0	 1561.0	0.204000	0.202000	0.205000	 50	7.0
